,interest,vacancy,cpi,price,value,adj_price,adj_value,next_quarter,change,interest_year,vacancy_year,adj_price_year,adj_value_year
2016-10-29,3.47,6.9,241.741,205000.0,207657.58990687263,84801.50243442362,85900.8566634839,79916.06763768104,0,0.9529946128657442,1.0047605712685523,1.0190867843365792,1.0121126921699013
2016-11-05,3.54,6.9,242.026,201000.0,208706.34348228585,83048.92862750283,86233.0259898878,78597.24760866536,0,0.9733502538071066,1.005042016806723,0.9973047576202294,1.0152234202122945
2016-11-12,3.57,6.9,242.026,203000.0,208706.34348228585,83875.28612628394,86233.0259898878,81145.54560133768,0,0.9831585637114713,1.005323620061642,1.005799757316996,1.0145029421796266
2016-11-19,3.94,6.9,242.026,205000.0,208706.34348228585,84701.64362506507,86233.0259898878,81145.54560133768,0,1.0852844580993748,1.0056053811659194,1.0140777226557378,1.013783486031329
2016-12-03,4.08,6.9,242.637,206000.0,209813.8580811393,84900.48920815869,86472.32618320343,84053.59749397275,0,1.1231933929800413,1.005887300252313,1.0152722446971902,1.015821428000675
2016-12-10,4.13,6.9,242.637,202000.0,209813.8580811393,83251.93601965076,86472.32618320343,82003.50975021732,0,1.1357554603627902,1.0061693774537297,0.9952751382222527,1.0151711235226029
2016-12-17,4.16,6.9,242.637,208800.0,209813.8580811393,86054.47644011425,86472.32618320343,84053.59749397275,0,1.1427363972530373,1.006451612903226,1.0275271566874697,1.0145216511304624
2016-12-24,4.3,6.9,242.637,199500.0,209813.8580811393,82221.5902768333,86472.32618320343,84053.59749397275,1,1.1791383219954648,1.006734006734007,0.98171432029719,1.0138730092282526
2016-12-31,4.32,6.9,242.637,199900.0,209813.8580811393,82386.44559568408,86472.32618320343,86103.68523772818,1,1.182378019895784,1.0070165590794276,0.9828395493986979,1.0132251962240515
2017-01-07,4.2,7.0,243.618,202000.0,210922.81313254868,82916.69745256919,86579.3221898828,85997.5511173539,1,1.1483857398254287,1.0216110019646365,0.9881980530650707,1.013917669793795
2017-01-14,4.12,7.0,243.618,200000.0,210922.81313254868,82095.7400520487,86579.3221898828,87103.23391743416,1,1.125623916355803,1.0216110019646365,0.9778384627689236,1.013365856521663
2017-01-21,4.09,7.0,243.618,200000.0,210922.81313254868,82095.7400520487,86579.3221898828,85997.5511173539,1,1.1164304461942258,1.0216110019646365,0.9773484183167951,1.012814643559136
2017-01-28,4.19,7.0,243.618,195000.0,210922.81313254868,80043.34655074748,86579.3221898828,88618.42886569229,1,1.1414501257334453,1.0216110019646365,0.9524353347373552,1.0122640299271446
2017-02-04,4.19,7.0,244.006,195000.0,212083.47535094785,79916.06763768104,86917.31979990158,88113.30961787511,1,1.1390631534922628,1.0216110019646365,0.9504703824669933,1.0155865135030993
2017-02-11,4.17,7.0,244.006,191782.0,212083.47535094785,78597.24760866536,86917.31979990158,88113.30961787511,1,1.1309654201220465,1.0216110019646365,0.9341964427609689,1.0150940161257587
2017-02-18,4.15,7.0,244.006,198000.0,212083.47535094785,81145.54560133768,86917.31979990158,90121.47341846855,1,1.122613535868491,1.0216110019646365,0.9633173540146549,1.0146019961791377
2017-02-25,4.16,7.0,244.006,198000.0,212083.47535094785,81145.54560133768,86917.31979990158,90121.47341846855,1,1.122340977482619,1.0216110019646365,0.9624014541199881,1.0141104529693354
2017-03-04,4.1,7.0,243.892,205000.0,213278.5071819793,84053.59749397275,87447.93071604616,92680.70919836339,1,1.1034054445709554,1.0216110019646365,0.9955053161201138,1.0196859657508657
2017-03-11,4.21,7.0,243.892,200000.0,213278.5071819793,82003.50975021732,87447.93071604616,91701.03578347251,1,1.1296764538933897,1.0216110019646365,0.9707386347135513,1.0190929139240965
2017-03-18,4.3,7.0,243.892,205000.0,213278.5071819793,84053.59749397275,87447.93071604616,92970.67942317223,1,1.1501465973972533,1.0216110019646365,0.9940361974705915,1.0185005515371042
2017-03-25,4.23,7.0,243.892,205000.0,213278.5071819793,84053.59749397275,87447.93071604616,92110.59824789177,1,1.1285208557795905,1.0216110019646365,0.9931714461405012,1.0179088773883471
2017-04-01,4.14,7.0,243.892,210000.0,214576.9677698003,86103.68523772818,87980.32234341442,94199.36681643,1,1.102078427357428,1.0216110019646365,1.0160863612654691,1.0233895297150744
2017-04-08,4.1,7.3,244.193,210000.0,214576.9677698003,85997.5511173539,87871.87502090572,91670.99978300299,1,1.0892556072140192,1.0644980370162647,1.0140854477951935,1.0215132936175675
2017-04-15,4.08,7.3,244.193,212700.0,214576.9677698003,87103.23391743416,87871.87502090572,92121.37092977077,1,1.0812353480786872,1.0627099664053752,1.025841771916816,1.0208251214089763
2017-04-22,3.97,7.3,244.193,210000.0,214576.9677698003,85997.5511173539,87871.87502090572,92109.08808031346,1,1.0499974568943593,1.0609278926774734,1.0122895604119608,1.0201378757906994
2017-04-29,4.03,7.3,244.193,216400.0,214576.9677698003,88618.42886569229,87871.87502090572,91670.99978300299,1,1.063486424765288,1.0591517857142856,1.0416809282866784,1.0194515548925829
2017-05-06,4.02,7.3,244.004,215000.0,215732.5233657105,88113.30961787511,88413.51919055037,91403.15601000069,1,1.0589129223443594,1.0573816155988858,1.0349520850727483,1.0249220807607096
2017-05-13,4.05,7.3,244.004,215000.0,215732.5233657105,88113.30961787511,88413.51919055037,89728.89637536045,1,1.0644427596664139,1.0556173526140156,1.0339867303783874,1.024139203778929
2017-05-20,4.02,7.3,244.004,219900.0,215732.5233657105,90121.47341846855,88413.51919055037,91197.18740695725,1,1.0541603630862328,1.0538589672404222,1.05616454884505,1.0233575218705735
2017-05-27,3.95,7.3,244.004,219900.0,215732.5233657105,90121.47341846855,88413.51919055037,89728.89637536045,0,1.0338752705491518,1.0521064301552105,1.0552817260814982,1.0225770323012846
2017-06-03,3.94,7.3,244.163,226292.0,216815.46312591387,92680.70919836339,88799.47540205266,89728.89637536045,0,1.0297029702970297,1.0503597122302157,1.0839223108815996,1.0261702161800623
2017-06-10,3.89,7.3,244.163,223900.0,216815.46312591387,91701.03578347251,88799.47540205266,88055.67390995598,0,1.0154618473895582,1.0486187845303867,1.0719342944675458,1.0253381869778
2017-06-17,3.91,7.3,244.163,227000.0,216815.46312591387,92970.67942317223,88799.47540205266,89232.45480552681,0,1.0190967871284646,1.04688361831219,1.0854211518057961,1.024507505917855
2017-06-24,3.9,7.3,244.163,224900.0,216815.46312591387,92110.59824789177,88799.47540205266,87244.10087852781,0,1.0146595286936508,1.0451541850220265,1.0747500063381712,1.023678169726274
2017-07-01,3.88,7.3,244.163,230000.0,217738.781615895,94199.36681643,89177.6319982532,88867.24694138413,0,1.0078425495779009,1.0434304562946675,1.0979642034386556,1.027119990867408
2017-07-08,3.96,7.5,244.243,223900.0,217738.781615895,91670.99978300299,89148.42252015206,86973.79838297666,0,1.0261623561070414,1.0696653867251782,1.068373177837345,1.025943471530721
2017-07-15,4.03,7.5,244.243,225000.0,217738.781615895,92121.37092977077,89148.42252015206,87176.5345097435,0,1.041085001738785,1.0676156583629892,1.0726368245112428,1.025114513277923
2017-07-22,3.96,7.5,244.243,224970.0,217738.781615895,92109.08808031346,89148.42252015206,87582.00676327718,0,1.0202645791012237,1.0655737704918034,1.0718785480044426,1.0242868935335714
2017-07-29,3.92,7.5,244.243,223900.0,217738.781615895,91670.99978300299,89148.42252015206,87176.5345097435,0,1.007612456747405,1.0635396782110718,1.0657768874333875,1.0234606090583722
2017-08-05,3.93,7.5,245.183,224105.0,218685.0027491536,91403.15601000069,89192.56341147372,87068.71451448537,0,1.007940813810111,1.0615133369624388,1.0619252346660104,1.0231320410781186
2017-08-12,3.9,7.5,245.183,220000.0,218685.0027491536,89728.89637536045,89192.56341147372,86944.56576244319,0,0.9979332742840271,1.0594947025264874,1.0419086165347222,1.022326723943731
2017-08-19,3.89,7.5,245.183,223600.0,218685.0027491536,91197.18740695725,89192.56341147372,88926.09307516864,0,0.993224000785623,1.0574837310195226,1.0580376843779746,1.0215226735580984
2017-08-26,3.86,7.5,245.183,220000.0,218685.0027491536,89728.89637536045,89192.56341147372,88966.5324080814,0,0.9834876770052428,1.0554803788903924,1.040439672855757,1.0207198869347118
2017-09-02,3.82,7.5,245.183,220000.0,219670.15322279505,89728.89637536045,89594.36552403512,87124.95712354472,0,0.9714397496087637,1.0534846029173421,1.0396842113871503,1.0244224586840909
2017-09-09,3.78,7.5,246.435,217000.0,219670.15322279505,88055.67390995598,89139.1860826567,88779.48386836424,1,0.959765625,1.051496360204907,1.0200733835956874,1.0184498497905652
2017-09-16,3.78,7.5,246.435,219900.0,219670.15322279505,89232.45480552681,89139.1860826567,85954.68210891628,0,0.9581749049429658,1.0495156081808397,1.0327319816593545,1.01768292187368
2017-09-23,3.83,7.5,246.435,215000.0,219670.15322279505,87244.10087852781,89139.1860826567,87528.50023203729,1,0.9692899206696842,1.04754230459307,1.0093088313097653,1.016917148134086
2017-09-30,3.83,7.5,246.435,219000.0,219670.15322279505,88867.24694138413,89139.1860826567,86394.30360163788,0,0.9676416286075211,1.0455764075067024,1.0269189854954481,1.016152525968298
2017-10-07,3.85,6.9,246.626,214500.0,220794.4207724333,86973.79838297666,89526.01135826447,86394.30360163788,0,0.9706666666666667,0.961672473867596,1.004598347301987,1.019796723805486
2017-10-14,3.91,6.9,246.626,215000.0,220794.4207724333,87176.5345097435,89526.01135826447,87599.8055123584,1,0.9834574828286737,0.9616724738675958,1.0061319265475128,1.0189875227456298
2017-10-21,3.88,6.9,246.626,216000.0,220794.4207724333,87582.00676327718,89526.01135826447,84385.13375043699,0,0.9739802075790489,0.961672473867596,1.0100121124838994,1.0181796048575429
2017-10-28,3.94,6.9,246.626,215000.0,220794.4207724333,87176.5345097435,89526.01135826447,86162.32982939859,0,0.9870405164522811,0.9616724738675958,1.00447531416286,1.0173729670915035
2017-11-04,3.94,6.9,247.284,215307.0,222006.06736671797,87068.71451448537,89777.7726689628,84960.06476201164,0,0.9848106133435879,0.9616724738675958,1.002729231811759,1.0193703145371051
2017-11-11,3.9,6.9,247.284,215000.0,222006.06736671797,86944.56576244319,89777.7726689628,87765.34991924786,1,0.9731285988483686,0.9616724738675958,1.0004363195688373,1.0185819247651775
2017-11-18,3.95,6.9,247.284,219900.0,222006.06736671797,88926.09307516864,89777.7726689628,86963.83987432322,0,0.9838107098381073,0.9616724738675958,1.0220946208730277,1.017794753545677
2017-12-02,3.9,6.9,247.284,220000.0,223274.0770682212,88966.5324080814,90290.54733351983,90152.53809445581,1,0.9715435469962632,0.961672473867596,1.0215963777809498,1.0227033020278269
2017-12-09,3.94,6.9,247.805,215900.0,223274.0770682212,87124.95712354472,90100.71510591845,88149.14835902347,1,0.9821668264621285,0.9616724738675958,0.9999585004993187,1.0197471554556201
2017-12-16,3.93,6.9,247.805,220000.0,223274.0770682212,88779.48386836424,90100.71510591845,90112.47029974716,1,0.9806142034548945,0.9616724738675958,1.0177063589547068,1.0189424732104013
2017-12-23,3.94,6.9,247.805,213000.0,223274.0770682212,85954.68210891628,90100.71510591845,88950.50425319641,1,0.9841483331732156,0.9616724738675958,0.9853464700971811,1.018139059913004
2017-12-30,3.99,6.9,247.805,216900.0,223274.0770682212,87528.50023203729,90100.71510591845,92155.92782988817,1,0.9981238273921201,0.9616724738675958,1.0022155087973652,1.017336912564183
2018-01-06,3.95,7.0,248.859,215000.0,224528.52953076875,86394.30360163788,90223.19045353743,89918.35413444592,1,0.9898795180722892,0.9753483386923902,0.988356537124701,1.017890773539396
2018-01-13,3.99,7.0,248.859,215000.0,224528.52953076875,86394.30360163788,90223.19045353743,90877.48324521334,1,1.000916590284143,0.9753483386923902,0.9876009455974216,1.0170866916268093
2018-01-20,4.04,7.0,248.859,218000.0,224528.52953076875,87599.8055123584,90223.19045353743,90917.44695816199,1,1.0138506828821003,0.9753483386923902,1.000171241046542,1.0162838790790742
2018-01-27,4.15,7.0,248.859,210000.0,224528.52953076875,84385.13375043699,90223.19045353743,91516.90265239163,1,1.0411540502725913,0.9753483386923902,0.9629836402670398,1.0154823328927356
2018-02-03,4.22,7.0,249.529,215000.0,225746.61431754215,86162.32982939859,90469.08949161907,91709.4644167278,1,1.058562469850458,0.9753483386923902,0.981945980745041,1.0173934109141236
2018-02-10,4.32,7.0,249.529,212000.0,225746.61431754215,84960.06476201164,90469.08949161907,90911.99081310409,1,1.0829677481560045,0.9753483386923902,0.9671752387858203,1.0166125285545853
2018-02-17,4.38,7.0,249.529,219000.0,225746.61431754215,87765.34991924786,90469.08949161907,93304.41162397525,1,1.0968984781352342,0.9753483386923902,0.9971089846497783,1.0158328439806585
2018-02-24,4.4,7.0,249.529,217000.0,225746.61431754215,86963.83987432322,90469.08949161907,92307.5696194456,1,1.1005820385780942,0.9753483386923902,0.9867486174709329,1.015054354438553
2018-03-03,4.43,7.0,249.577,225000.0,227155.64899446676,90152.53809445581,91016.25910819777,95696.83243484641,1,1.1066487317448115,0.9753483386923902,1.0209231818894466,1.020291180974083
2018-03-10,4.46,7.0,249.577,220000.0,227155.64899446676,88149.14835902347,91016.25910819777,93220.40650471281,1,1.112219451371571,0.9753483386923902,0.9973464505405732,1.0195069268627515
2018-03-17,4.44,7.0,249.577,224900.0,227155.64899446676,90112.47029974716,91016.25910819777,95570.83555760942,1,1.1060119760479044,0.9753483386923902,1.0177643626880162,1.0187238774704643
2018-03-24,4.45,7.0,249.577,222000.0,227155.64899446676,88950.50425319641,91016.25910819777,95212.29553259129,1,1.1077070368597415,0.9753483386923902,1.0035732714604397,1.0179420300234376
2018-03-31,4.44,7.0,249.577,230000.0,227155.64899446676,92155.92782988817,91016.25910819777,96407.42894931838,1,1.1041078858017312,0.9753483386923902,1.0379134708774036,1.017161381756397
2018-04-07,4.4,6.8,250.227,225000.0,228438.6294004751,89918.35413444592,91292.55811741942,92550.57441066182,1,1.0928022161723265,0.9479892761394101,1.0118765947162982,1.019523440946378
2018-04-14,4.42,6.8,250.227,227400.0,228438.6294004751,90877.48324521334,91292.55811741942,94341.8758508682,1,1.0960942343459392,0.949261744966443,1.0215910809837276,1.0187750136444185
2018-04-21,4.47,6.8,250.227,227500.0,228438.6294004751,90917.44695816199,91292.55811741942,93545.74187744314,1,1.1064356435643563,0.9505376344086021,1.0211982899440235,1.0180276843702372
2018-04-28,4.58,6.8,250.227,229000.0,228438.6294004751,91516.90265239163,91292.55811741942,93466.12848010063,1,1.1303811286724572,0.9518169582772543,1.026707429277054,1.017281450709208
2018-05-05,4.55,6.8,250.792,230000.0,229684.95492525047,91709.4644167278,91583.8443511956,93378.84393017646,1,1.120212111168979,0.9530997304582209,1.0281820646947635,1.0197161584329602
2018-05-12,4.55,6.8,250.792,228000.0,229684.95492525047,90911.99081310409,91583.8443511956,90994.70323408685,1,1.1174081420610182,0.9543859649122807,1.0186267108158014,1.0190244142997897
2018-05-19,4.61,6.8,250.792,234000.0,229684.95492525047,93304.41162397525,91583.8443511956,92385.45197347246,0,1.1291568535091852,0.9556756756756755,1.0442646289190347,1.0183336080463523
2018-05-26,4.66,6.8,250.792,231500.0,229684.95492525047,92307.5696194456,91583.8443511956,91392.06001676845,0,1.1379731379731381,0.9569688768606224,1.0326220904083163,1.0176437377665484
2018-06-02,4.56,6.8,250.792,240000.0,230589.33951198848,95696.83243484641,91944.45576891945,91392.06001676845,0,1.1103722781549987,0.9582655826558266,1.0692544484077289,1.0208804485338605
2018-06-09,4.54,6.8,251.018,234000.0,230589.33951198848,93220.40650471281,91861.67506393505,89221.27669698869,0,1.102404856409059,0.9595658073270014,1.041463694078207,1.0192948472767605
2018-06-16,4.62,6.8,251.018,239900.0,230589.33951198848,95570.83555760942,91861.67506393505,89617.81570453086,0,1.1180193596425914,0.9608695652173913,1.0668358371951274,1.018629249639464
2018-06-23,4.57,6.8,251.018,239000.0,230589.33951198848,95212.29553259129,91861.67506393505,89221.27669698869,0,1.1025331724969845,0.9621768707482992,1.0623223403847877,1.0179645207029433
2018-06-30,4.55,6.8,251.018,242000.0,230589.33951198848,96407.42894931838,91861.67506393505,89221.27669698869,0,1.094407696933253,0.9634877384196185,1.0746661401381405,1.0173006587676376
2018-07-07,4.52,7.1,251.214,232500.0,231734.95481772147,92550.57441066182,92246.03518025328,87430.56984159637,0,1.0839828437024397,1.0065430752453652,1.0320380532671005,1.0208900465291417
2018-07-14,4.53,7.1,251.214,237000.0,231734.95481772147,94341.8758508682,92246.03518025328,88221.79671799092,0,1.0835326586936522,1.00764192139738,1.0514107851858765,1.0202174605964274
2018-07-21,4.52,7.1,251.214,235000.0,231734.95481772147,93545.74187744314,92246.03518025328,89013.02359438546,0,1.0787094405433932,1.008743169398907,1.0422199592392438,1.0195457603105105
2018-07-28,4.54,7.1,251.214,234800.0,231734.95481772147,93466.12848010063,92246.03518025328,88221.79671799092,0,1.0806060328649243,1.009846827133479,1.0410302804400309,1.0188749439232407
2018-08-04,4.6,7.1,251.663,235000.0,232833.56771296484,93378.84393017646,92517.99736670262,89075.75001781515,0,1.0914898471366643,1.0109529025191675,1.0396777777317305,1.0211479588039662
2018-08-11,4.59,7.1,251.663,229000.0,232833.56771296484,90994.70323408685,92517.99736670262,88086.41535428395,0,1.08584686774942,1.0120614035087718,1.0132214253168677,1.0204276981818183
2018-08-18,4.53,7.1,251.663,232500.0,232833.56771296484,92385.45197347246,92517.99736670262,90263.42668471935,0,1.0685900925421885,1.0131723380900108,1.0281224866667567,1.019708452906569
2018-08-25,4.51,7.1,251.663,230000.0,232833.56771296484,91392.06001676845,92517.99736670262,89075.75001781515,0,1.0608884465755903,1.0142857142857142,1.0170249910788776,1.0189902208327386
2018-09-01,4.52,7.1,251.663,230000.0,233945.33207127557,91392.06001676845,92959.76447522105,88619.16310277845,0,1.0600757712430091,1.0154015401540153,1.0166631383315778,1.023039525923689
2018-09-08,4.54,7.1,252.182,225000.0,233945.33207127557,89221.27669698869,92768.44979866745,89014.78436663013,0,1.0613199064916383,1.0165198237885462,0.9926227127459845,1.0202487125672564
2018-09-15,4.6,7.1,252.182,226000.0,233945.33207127557,89617.81570453086,92768.44979866745,87432.29931122338,0,1.0713965779808292,1.017640573318633,0.9967012514109445,1.0194661955896995
2018-09-22,4.65,7.1,252.182,225000.0,233945.33207127557,89221.27669698869,92768.44979866745,89014.78436663013,0,1.0788381742738589,1.0187637969094923,0.9922934412161148,1.018684878052087
2018-09-29,4.72,7.1,252.182,225000.0,233945.33207127557,89221.27669698869,92768.44979866745,87503.61298854534,0,1.090747489112079,1.0198895027624308,0.9918740009302887,1.0179047571987816
2018-10-06,4.71,6.6,252.772,221000.0,234709.8130802464,87430.56984159637,92854.35613131455,87682.57965402417,1,1.0841965471447543,0.9504292439767376,0.9722653181258172,1.0180492787580917
2018-10-13,4.9,6.6,252.772,223000.0,234709.8130802464,88221.79671799092,92854.35613131455,89047.79439422555,1,1.1227142542410222,0.9512195121951219,0.980802333043557,1.0173353487837338
2018-10-20,4.85,6.6,252.772,225000.0,234709.8130802464,89013.02359438546,92854.35613131455,85721.86521276047,0,1.1066742726754137,0.9520110957004161,0.9892103664903469,1.016622419426602
2018-10-27,4.86,6.6,252.772,223000.0,234709.8130802464,88221.79671799092,92854.35613131455,88137.1233088244,0,1.1042076287848999,0.9528039977790117,0.9802833496566723,1.0159104885845298
2018-11-03,4.83,6.6,252.594,225000.0,235478.1594105648,89075.75001781515,93223.97183249198,84083.70473592586,0,1.0931406685236769,0.9535982217282578,0.9893705995386757,1.0191614511375366
2018-11-10,4.94,6.6,252.594,222501.0,235478.1594105648,88086.41535428395,93223.97183249198,86987.15848396685,0,1.1131911943144395,0.9543937708565071,0.9781693572319979,1.0184235794250924
2018-11-17,4.94,6.6,252.594,228000.0,235478.1594105648,90263.42668471935,93223.97183249198,87833.91691898357,0,1.1081967213114756,0.9551906484831618,1.0016344148495633,1.017686775376195
2018-12-01,4.81,6.6,252.594,225000.0,236299.28862063537,89075.75001781515,93549.05050026342,90794.61074771336,1,1.0750451302329578,0.9559888579387186,0.9884234476050854,1.0204276289192948
2018-12-08,4.75,6.6,252.767,224000.0,236299.28862063537,88619.16310277845,93485.02321135091,88879.45036318661,1,1.0577705451586656,0.9567884025648173,0.9834298575742757,1.019046360813918
2018-12-15,4.63,6.6,252.767,225000.0,236299.28862063537,89014.78436663013,93485.02321135091,90452.53798023416,1,1.0280102476515798,0.9575892857142857,0.9874219364084386,1.018323916468143
2018-12-22,4.62,6.6,252.767,221000.0,236299.28862063537,87432.29931122338,93485.02321135091,90059.26607597226,1,1.0227766188428626,0.9583915107511867,0.9701465744049077,1.0176024957383685
2018-12-29,4.55,6.6,252.767,225000.0,236299.28862063537,89014.78436663013,93485.02321135091,92418.8975015436,1,1.0046709129511675,0.9591950810508664,0.9870612598743082,1.0168820964506244
2019-01-05,4.51,7.0,252.561,221000.0,237289.7714605144,87503.61298854534,93953.44944805984,90173.68443735724,1,0.9936446063892892,1.017043867001956,0.9703094320439543,1.0211544233875092
2019-01-12,4.45,7.0,252.561,221452.0,237289.7714605144,87682.57965402417,93953.44944805984,92072.73354150912,1,0.9783527820057499,1.017043867001956,0.9720269213345257,1.0203588737509157
2019-01-19,4.45,7.0,252.561,224900.0,237289.7714605144,89047.79439422555,93953.44944805984,92856.3312737773,1,0.9764537091737701,1.017043867001956,0.9866032344629945,1.0195645627252934
2019-01-26,4.45,7.0,252.561,216500.0,237289.7714605144,85721.86521276047,93953.44944805984,92072.73354150912,1,0.9747672606259742,1.017043867001956,0.9501338436176281,1.018771487420256
2019-02-02,4.46,7.0,252.561,222600.0,238439.3201186073,88137.1233088244,94408.60628466283,95575.3321634495,1,0.9756836348338241,1.017043867001956,0.9761237084694937,1.0228142382723822
2019-02-09,4.41,7.0,253.319,213000.0,238439.3201186073,84083.70473592586,94126.10981355813,94008.52343945851,1,0.9639749464038002,1.017043867001956,0.931644312465465,1.018977318341117
2019-02-16,4.37,7.0,253.319,220355.0,238439.3201186073,86987.15848396685,94126.10981355813,95967.03434444724,1,0.9550306800033622,1.017043867001956,0.9633983554480017,1.0182021207143122
2019-02-23,4.35,7.0,253.319,222500.0,238439.3201186073,87833.91691898357,94126.10981355813,95927.86412634746,1,0.9507797066117439,1.017043867001956,0.9727621508143517,1.0174281016702538
2019-03-02,4.35,7.0,253.319,230000.0,239654.0260061104,90794.61074771336,94605.62611020508,97925.54524943595,1,0.9509795678129991,1.017043867001956,1.0047321435622267,1.0217327441080406
2019-03-09,4.41,7.0,254.277,226000.0,239654.0260061104,88879.45036318661,94249.19517145098,96926.09702483808,1,0.9641775983854692,1.017043867001956,0.9838055353817401,1.0172003203279054
2019-03-16,4.31,7.0,254.277,230000.0,239654.0260061104,90452.53798023416,94249.19517145098,97957.39245257882,1,0.9429088308300726,1.017043867001956,1.0007273547342592,1.0165182364499543
2019-03-23,4.28,7.0,254.277,229000.0,239654.0260061104,90059.26607597226,94249.19517145098,97957.39245257882,1,0.9369763819307037,1.017043867001956,0.9963876451190435,1.0158370667019947
2019-03-30,4.06,7.0,254.277,235000.0,239654.0260061104,92418.8975015436,94249.19517145098,99524.71073182009,1,0.8902757864552584,1.017043867001956,1.0217398821865231,1.0151568092475785
2019-04-06,4.08,6.8,255.233,230153.0,240737.42148259192,90173.68443735724,94320.64877292197,97145.44843277223,1,0.8960216234479262,0.988537880905787,0.9973381778117713,1.0152315571207715
2019-04-13,4.12,6.8,255.233,235000.0,240737.42148259192,92072.73354150912,94320.64877292197,97614.56126222626,1,0.905877378435518,0.988537880905787,1.0178756047793893,1.0145956160990846
2019-04-20,4.17,6.8,255.233,237000.0,240737.42148259192,92856.3312737773,94320.64877292197,96559.05739595469,1,0.9178412698412698,0.988537880905787,1.0261066925442048,1.0139604712855326
2019-04-27,4.2,6.8,255.233,235000.0,240737.42148259192,92072.73354150912,94320.64877292197,97251.94894467965,1,0.9255021612001016,0.988537880905787,1.017197833132557,1.0133261211857536
2019-05-04,4.14,6.8,255.296,244000.0,241545.1240087507,95575.3321634495,94613.75188359813,95689.66864034745,1,0.9139848857943449,0.988537880905787,1.0549840648582327,1.0157780513157437
2019-05-11,4.1,6.8,255.296,240000.0,241545.1240087507,94008.52343945851,94613.75188359813,95689.66864034745,1,0.9068867242332723,0.988537880905787,1.0371830672726274,1.0151430160818422
2019-05-18,4.07,6.8,255.296,245000.0,241545.1240087507,95967.03434444724,94613.75188359813,95299.0985642644,0,0.9020928349175227,0.988537880905787,1.0576566785553867,1.0145087743633991
2019-05-25,4.06,6.8,255.296,244900.0,241545.1240087507,95927.86412634746,94613.75188359813,95689.66864034745,0,0.9019909424933777,0.988537880905787,1.056637467558918,1.0138753246740246
2019-06-01,3.99,6.8,255.296,250000.0,242254.90216030023,97925.54524943595,94891.77353358464,93885.27083414576,0,0.8889841038604912,0.988537880905787,1.077359669628856,1.0161618867246467
2019-06-08,3.82,6.8,255.213,247368.0,242254.90216030023,96926.09702483808,94922.63409791046,93592.79335491167,0,0.8538147431764453,0.988537880905787,1.0660866479169138,1.0158693162387848
2019-06-15,3.82,6.8,255.213,250000.0,242254.90216030023,97957.39245257882,94922.63409791046,93592.79335491167,0,0.8564653128098993,0.988537880905787,1.0763513677751004,1.015229748468461
2019-06-22,3.84,6.8,255.213,250000.0,242254.90216030023,97957.39245257882,94922.63409791046,93592.79335491167,0,0.8638546398442569,0.988537880905787,1.07580884195884,1.0145909855055308
2019-06-29,3.73,6.8,255.213,254000.0,242254.90216030023,99524.71073182009,94922.63409791046,94106.66718516071,0,0.8421692501411141,0.988537880905787,1.0920271831736794,1.013953025831842
2019-07-13,3.75,6.8,255.802,248500.0,242908.38778014737,97145.44843277223,94959.5342413849,93134.49087126442,0,0.8496361814300032,0.988537880905787,1.0657549438013676,1.0137021043791834
2019-07-20,3.81,6.8,255.802,249700.0,242908.38778014737,97614.56126222626,94959.5342413849,93328.92613404368,0,0.8659090909090909,0.9893676552881926,1.0697585421936107,1.0131377309046983
2019-07-27,3.75,6.8,255.802,247000.0,242908.38778014737,96559.05739595469,94959.5342413849,93134.49087126442,0,0.8551881413911061,0.9901988238588632,1.057697037785377,1.0125739855046407
2019-08-03,3.75,6.8,256.036,249000.0,243626.65231677456,97251.94894467965,95153.2801312216,93981.0620054053,0,0.8580858085808581,0.991031390134529,1.0644558531215906,1.0140354072845716
2019-08-10,3.6,6.8,256.036,245000.0,243626.65231677456,95689.66864034745,95153.2801312216,92252.56806486762,0,0.8271839512173568,0.9918653576437587,1.0468661989794907,1.0134315948161021
2019-08-17,3.6,6.8,256.036,245000.0,243626.65231677456,95689.66864034745,95153.2801312216,94424.1291458397,0,0.8308552660778483,0.9927007299270073,1.0463574894498007,1.012884887802552
2019-08-24,3.55,6.8,256.036,244000.0,243626.65231677456,95299.0985642644,95153.2801312216,93291.81515361855,0,0.8231149953181432,0.9935375105366677,1.0411442437056662,1.012338770325401
2019-08-31,3.58,6.8,256.036,245000.0,243626.65231677456,95689.66864034745,95153.2801312216,94923.2494296872,0,0.8336020060899159,0.9943757030371202,1.044686002822232,1.011793241431582
2019-09-07,3.49,6.8,256.43,240750.0,244259.30967765197,93885.27083414576,95253.7962319744,94343.27030893553,1,0.816374269005848,0.9952153110047847,1.0244503520630468,1.0122957465210296
2019-09-14,3.56,6.8,256.43,240000.0,244259.30967765197,93592.79335491167,95253.7962319744,94149.94393535166,1,0.8363603505918497,0.9960563380281692,1.020787514359643,1.0118213679661403
2019-09-21,3.73,6.8,256.43,240000.0,244259.30967765197,93592.79335491167,95253.7962319744,91079.14781734525,0,0.8795175259601867,0.9968987877079222,1.0198524121968442,1.0113079293180267
2019-09-28,3.64,6.8,256.43,240000.0,244259.30967765197,93592.79335491167,95253.7962319744,92697.73585780167,0,0.8620485494375371,0.9977426636568849,1.019003618800786,1.0107950114842597
